Distance_km,Vehicle_Type,Passengers,Nominal_L_per_100km,Duration_min,Fuel_Consumed_L
12.02,Van,7,10.61,27.42,1.44
22.75,Van,4,10.43,35.35,2.81
41.02,SUV,2,9.35,79.97,3.72
15.37,Sedan,2,5.6,35.37,1.08
21.97,Bus,18,22.43,49.17,5.91
4.86,SUV,2,6.79,12.16,0.38
28.82,Sedan,2,7.03,34.64,2.25
12.34,Sedan,1,7.27,28.53,0.85
7.72,Van,4,9.63,17.54,0.9
14.27,Sedan,2,5.27,25.76,1.07
29.83,Bus,16,21.05,54.37,7.41
12.58,Sedan,1,5.31,18.76,0.77
9.0,Van,8,9.91,20.6,0.99
33.05,Sedan,4,7.56,51.57,2.61
10.41,SUV,3,9.05,13.33,0.96
70.66,Bus,13,12.61,125.77,11.83
39.96,SUV,4,11.62,51.5,5.46
52.62,SUV,5,8.2,76.34,4.83
23.32,Sedan,4,6.02,52.39,1.4
12.2,Sedan,4,6.81,17.48,0.87
41.79,Sedan,4,7.25,48.92,3.18
8.37,Van,1,14.53,13.24,1.3
4.31,Sedan,1,4.51,14.72,0.2
27.44,Sedan,2,7.49,42.27,2.28
7.02,SUV,4,10.11,19.13,0.69
19.74,SUV,7,8.79,37.18,2.03
18.92,Van,12,12.42,40.97,2.57
35.5,Sedan,1,7.62,41.67,3.15
7.96,Sedan,1,4.84,14.55,0.31
6.11,Bus,36,23.25,23.43,2.26
17.88,Sedan,2,4.63,29.38,0.86
2.0,Bus,29,14.59,9.86,0.31
26.1,Bus,30,17.21,61.58,6.81
24.51,Van,13,14.46,56.62,4.79
24.81,Sedan,1,6.13,45.31,1.83
17.63,Van,2,10.94,39.73,2.19
61.34,Van,4,13.58,76.02,10.51
27.99,SUV,4,8.55,50.12,2.68
33.06,Sedan,1,5.09,57.08,1.66
13.44,Sedan,4,6.0,21.42,0.93
18.11,Sedan,3,8.14,28.57,1.86
10.82,SUV,3,9.11,22.29,1.07
22.77,SUV,3,11.9,51.25,2.82
10.97,Sedan,2,7.39,12.63,0.88
33.67,SUV,6,8.03,65.29,3.38
20.43,Sedan,3,6.56,36.12,1.22
2.0,SUV,3,7.72,14.04,0.22
10.18,Bus,36,15.99,28.21,2.28
49.53,Sedan,2,11.87,72.16,5.84
51.68,Sedan,1,7.72,102.4,3.84
30.37,Sedan,1,7.53,62.16,2.3
18.06,SUV,6,8.07,27.69,1.68
45.41,Van,11,13.83,91.18,6.63
19.03,Bus,28,21.3,45.96,6.36
43.96,Sedan,4,8.76,53.62,4.62
22.66,Bus,26,23.5,40.58,7.13
16.83,Sedan,2,4.73,29.41,0.67
33.55,SUV,4,7.34,53.53,3.09
9.16,Sedan,2,5.3,20.28,0.61
10.99,Bus,6,15.17,37.43,1.79
6.56,SUV,2,9.49,14.42,0.67
28.17,Van,12,9.98,44.74,3.01
19.87,Van,7,14.73,38.02,3.82
98.42,Sedan,3,8.79,135.91,9.28
28.84,Sedan,4,6.49,49.54,2.47
16.45,Bus,33,23.87,22.0,6.67
18.84,Sedan,1,8.29,37.45,1.4
24.47,Sedan,2,5.96,31.77,1.8
13.49,SUV,2,5.99,18.26,0.85
2.24,SUV,1,8.67,10.75,0.26
6.62,Sedan,1,5.73,18.03,0.35
14.82,Sedan,2,6.75,36.76,0.82
5.06,Sedan,2,6.61,11.03,0.33
20.85,SUV,6,9.09,35.05,1.84
39.64,Bus,19,19.57,80.69,11.26
11.06,Bus,40,14.36,33.13,2.91
15.16,SUV,5,9.62,24.1,1.58
18.68,Sedan,4,5.97,28.59,1.29
16.7,Bus,29,18.6,42.81,4.39
21.01,SUV,1,10.44,45.4,2.34
3.28,Sedan,3,5.03,10.21,0.2
42.29,Bus,41,17.16,68.53,10.54
17.66,Van,6,10.79,31.28,2.27
10.22,Van,11,10.07,16.77,1.21
25.38,Van,13,12.62,52.32,3.65
38.35,Sedan,4,5.64,44.41,2.45
8.88,Sedan,3,5.83,5.0,0.5
26.1,Van,7,9.72,46.62,3.0
46.74,Sedan,4,7.81,89.43,4.14
46.97,SUV,4,8.26,79.65,3.64
34.16,Van,12,11.83,41.05,5.52
13.68,Van,10,14.56,30.3,2.57
9.26,SUV,3,8.89,14.1,1.01
10.97,Van,2,13.0,24.06,1.66
46.3,Van,10,14.01,87.12,7.02
30.27,Van,4,12.85,65.25,4.88
34.88,Sedan,1,6.48,58.62,2.79
19.94,Sedan,2,7.27,41.15,1.44
3.67,Sedan,1,4.96,11.17,0.2
25.86,Sedan,1,5.56,40.44,1.76
10.19,Sedan,4,5.77,21.61,0.51
40.35,Sedan,1,9.19,59.83,4.41
11.05,SUV,6,7.78,30.25,0.91
23.89,Bus,17,15.52,68.96,5.03
30.92,Sedan,2,5.25,57.14,1.75
99.98,Van,12,12.01,148.63,16.6
19.47,Van,10,11.26,24.27,2.86
20.07,Sedan,1,7.8,47.25,1.48
40.57,Bus,26,20.01,92.74,11.07
17.85,SUV,5,6.93,34.76,1.34
15.27,Sedan,1,5.53,32.22,0.81
12.48,Van,8,13.46,30.74,1.84
21.8,Sedan,1,6.26,17.32,1.42
14.0,Van,11,13.14,26.83,2.33
48.53,Sedan,2,6.32,81.74,3.17
34.03,Van,3,9.26,55.67,3.94
23.05,SUV,3,8.55,42.19,1.92
21.59,SUV,6,7.55,41.11,1.88
11.92,Sedan,4,5.82,22.93,0.82
19.83,Van,10,11.36,28.4,2.9
18.47,Van,8,11.92,37.96,2.81
62.6,SUV,1,6.61,80.47,4.15
17.69,SUV,7,8.97,28.4,1.83
28.81,SUV,2,8.12,56.48,2.78
29.89,Bus,13,16.05,73.86,5.31
9.93,SUV,6,9.2,25.52,0.75
17.42,Van,6,10.01,31.13,1.94
33.48,Van,13,13.49,68.54,5.63
9.01,SUV,6,10.78,11.88,0.91
71.91,Sedan,1,7.92,80.97,6.07
22.69,SUV,7,8.26,56.58,1.9
13.86,Van,9,9.27,11.59,1.19
7.6,Sedan,2,6.6,11.05,0.58
54.23,SUV,7,8.77,97.5,5.39
18.23,Van,1,9.9,40.73,1.58
28.44,Sedan,4,5.09,58.11,1.71
8.57,SUV,5,8.94,19.14,0.7
12.4,Sedan,4,6.02,16.69,0.99
39.02,Sedan,1,7.33,54.33,3.63
53.3,Van,3,12.2,92.19,6.29
10.72,Sedan,1,7.82,16.24,0.93
27.92,Sedan,4,4.99,44.96,1.58
27.61,Bus,6,19.2,67.38,5.95
39.01,Sedan,4,5.63,64.59,2.65
29.44,Bus,7,14.34,52.87,4.76
32.86,Bus,18,16.71,89.33,7.76
3.53,Sedan,2,7.78,14.94,0.23
27.04,Sedan,2,6.05,56.08,2.04
7.39,Van,1,13.82,23.48,1.18
25.49,SUV,1,9.82,46.87,2.71
42.6,Sedan,3,6.03,58.9,2.41
24.23,Van,1,13.09,35.49,3.05
33.35,Sedan,3,7.03,57.18,2.36
37.93,Bus,13,15.2,71.97,6.15
35.73,Sedan,4,8.73,57.21,3.08
25.44,Sedan,2,6.81,44.25,2.11
26.84,Sedan,1,6.52,37.62,1.91
41.58,Bus,8,15.43,111.07,8.33
79.59,Van,5,13.12,168.02,11.43
11.66,Van,5,11.93,16.99,1.48
15.09,Sedan,2,7.26,28.34,0.77
36.1,Sedan,3,5.89,48.07,2.5
64.28,Sedan,4,7.5,111.16,5.46
6.3,SUV,1,10.37,9.46,0.93
7.44,SUV,2,8.0,13.61,0.82
22.16,SUV,1,6.87,26.91,1.86
37.55,Sedan,1,7.2,51.39,2.51
22.27,Bus,34,13.28,52.5,3.74
24.24,Sedan,1,6.68,33.75,1.83
10.83,Bus,5,16.66,33.2,2.06
20.99,Sedan,4,7.96,31.35,1.85
13.69,SUV,4,8.41,27.14,1.13
26.26,Sedan,1,7.83,53.87,1.94
18.28,SUV,5,8.23,34.12,1.53
11.59,SUV,4,10.5,10.5,1.35
55.07,SUV,5,12.09,89.0,7.73
33.26,SUV,6,7.4,50.15,2.86
26.55,Van,10,11.53,67.28,4.02
12.37,Van,1,15.95,21.25,1.8
33.1,Van,1,11.12,55.83,4.16
10.05,Sedan,3,6.57,23.64,0.69
11.96,SUV,6,10.18,19.62,1.4
20.91,SUV,1,9.06,41.28,2.2
23.4,Sedan,3,4.45,38.03,1.32
15.32,SUV,2,10.7,35.18,1.7
6.17,Sedan,3,4.1,9.34,0.25
17.26,Sedan,4,6.0,35.36,1.26
51.17,Sedan,3,7.95,62.78,5.01
4.4,Sedan,4,6.07,13.18,0.3
29.91,Van,13,9.75,48.5,3.63
18.67,Van,13,12.58,30.6,2.39
7.65,Bus,22,15.45,25.82,1.79
46.87,Van,11,8.8,80.6,5.02
13.22,Sedan,3,6.83,30.51,0.93
57.51,Bus,13,17.45,120.85,12.05
24.3,Bus,29,14.27,59.44,5.36
26.28,SUV,2,9.96,38.73,2.58
17.95,SUV,7,9.7,28.7,2.23
40.58,Bus,36,16.92,88.26,9.68
19.39,SUV,2,8.56,24.9,1.85
42.04,Bus,7,19.41,103.5,7.85
26.65,Sedan,2,7.93,49.0,2.1
17.64,Sedan,4,6.16,37.12,1.08
5.14,SUV,1,9.98,5.0,0.73
49.21,SUV,4,9.85,87.67,5.13
23.57,Van,9,12.58,37.08,3.5
14.01,Bus,8,18.12,41.16,2.8
33.81,Sedan,1,5.41,53.59,1.7
26.58,Sedan,2,5.95,40.88,1.91
26.63,Van,7,11.62,39.83,3.26
92.34,SUV,1,11.73,156.3,13.21
12.15,Sedan,2,5.92,23.45,0.76
34.77,SUV,6,10.21,39.68,3.55
48.63,Van,9,10.41,82.86,4.95
18.27,Van,5,11.2,32.93,2.11
11.73,SUV,1,11.27,24.89,1.33
18.04,Sedan,1,7.42,35.74,1.4
26.29,Bus,14,14.28,58.51,4.45
44.01,Van,7,9.97,58.81,5.62
12.82,SUV,3,10.88,21.65,1.27
18.11,Sedan,2,6.67,25.81,1.49
34.52,Van,7,8.93,55.59,3.43
38.43,Sedan,4,5.52,60.6,2.61
40.92,Sedan,2,7.34,62.03,3.35
6.69,SUV,6,10.49,13.87,0.76
70.85,Sedan,2,6.52,126.48,5.67
15.52,SUV,3,12.71,29.54,1.88
69.54,Sedan,2,7.49,106.06,5.34
76.97,Van,10,10.56,140.34,11.16
5.63,Sedan,1,5.52,14.04,0.35
33.84,Sedan,1,5.33,64.51,2.09
16.94,Sedan,3,6.9,38.66,1.53
22.22,Bus,41,16.53,58.62,6.15
38.56,Bus,44,23.02,66.65,15.14
9.81,Sedan,1,8.26,17.25,1.05
16.27,Van,9,12.14,30.38,2.33
33.03,SUV,2,7.23,41.33,2.86
27.57,Bus,12,15.98,72.87,5.18
38.28,Sedan,1,8.01,70.95,3.62
15.79,Van,10,9.99,21.97,2.16
9.28,Sedan,3,7.85,12.07,0.72
75.58,Sedan,3,7.07,97.7,6.65
12.11,Bus,15,18.16,33.73,2.39
10.55,SUV,3,7.95,21.48,0.93
12.92,Sedan,3,6.39,23.06,0.97
24.73,Sedan,4,6.73,43.96,1.49
26.07,Van,1,12.86,55.3,4.13
6.93,SUV,5,7.67,17.78,0.68
11.25,Sedan,3,6.18,16.13,0.69
41.32,Bus,35,18.13,107.03,10.62
17.38,Sedan,1,7.3,25.29,1.55
26.95,Sedan,3,5.41,38.32,1.59
11.78,Bus,33,14.05,24.59,2.79
30.99,Sedan,4,7.31,42.13,2.36
11.37,Sedan,3,4.68,20.6,0.66
8.65,SUV,3,10.93,17.44,1.11
3.99,Van,2,10.72,12.54,0.36
21.48,Sedan,3,4.64,35.33,0.97
31.97,Bus,19,16.56,66.84,7.99
32.49,Van,14,11.68,69.74,4.48
24.16,Sedan,1,5.86,43.8,1.41
40.83,Van,7,11.04,73.17,4.43
7.5,Sedan,1,7.39,17.55,0.71
7.92,SUV,2,8.7,15.94,0.54
10.55,Van,2,9.31,19.64,1.06
16.45,Bus,18,17.1,39.51,4.02
20.95,Sedan,2,8.2,46.43,1.93
43.21,SUV,5,11.53,59.24,4.78
17.42,SUV,6,5.97,23.27,1.0
33.84,Sedan,3,7.81,46.47,2.45
29.97,Sedan,2,6.8,45.43,2.34
43.08,Sedan,1,7.61,65.11,3.3
28.57,Van,13,10.01,56.12,2.94
44.86,SUV,3,6.35,81.0,3.48
4.07,Sedan,4,7.2,12.98,0.29
17.76,Van,1,9.31,26.79,1.77
5.43,Van,14,8.5,19.38,0.67
10.51,SUV,7,7.02,16.25,0.81
9.97,Sedan,3,7.22,15.87,0.72
44.75,SUV,5,9.21,65.22,5.0
18.57,Sedan,3,7.44,23.0,1.32
70.66,Sedan,4,7.3,127.35,5.43
17.42,Van,14,10.24,31.34,2.41
5.07,Sedan,2,6.42,12.76,0.45
16.4,Sedan,4,5.89,21.67,1.1
28.84,Sedan,1,6.25,28.43,2.1
25.5,Sedan,2,5.34,40.72,1.21
21.57,Sedan,2,6.97,22.83,1.67
26.79,Bus,36,21.23,53.26,8.16
38.18,Sedan,1,5.52,45.84,2.31
2.45,Sedan,2,8.04,5.61,0.21
23.42,Sedan,1,6.64,20.17,1.74
9.88,Bus,21,18.72,29.81,2.12
31.52,SUV,1,6.45,53.21,2.17
11.01,Sedan,3,4.33,22.88,0.41
11.21,Bus,30,18.43,26.84,2.44
7.32,Sedan,2,7.45,8.33,0.51
22.27,Sedan,1,5.69,31.24,1.68
5.03,Sedan,4,8.5,8.39,0.57
7.26,Sedan,1,7.38,25.45,0.53
22.58,Sedan,2,5.41,29.91,1.37
17.88,Van,10,11.06,37.72,1.97
17.74,Sedan,2,9.47,27.32,1.5
3.8,SUV,2,7.14,5.05,0.2
22.64,Sedan,4,7.13,43.67,1.88
23.95,Sedan,3,6.11,46.76,1.39
40.41,SUV,5,10.06,64.97,4.09
29.64,Bus,37,21.8,74.07,11.08
9.59,Sedan,3,6.04,23.59,0.52
9.43,Van,11,13.01,19.17,1.42
42.43,Sedan,1,9.17,56.76,3.96
38.31,Sedan,3,6.58,56.08,3.06
19.64,Sedan,2,7.44,22.25,1.68
32.25,Sedan,4,5.79,61.73,2.01
35.7,Sedan,3,6.52,55.82,2.84
6.09,Sedan,3,6.29,9.26,0.29
8.26,Van,12,12.43,21.57,1.43
15.61,Sedan,2,7.95,31.52,1.5
42.88,SUV,2,8.84,63.19,3.75
57.95,Sedan,3,8.34,78.71,4.92
23.78,SUV,2,11.3,44.7,2.82
9.06,SUV,5,10.27,21.49,1.06
10.26,Sedan,4,5.88,28.48,0.71
16.37,Sedan,4,5.77,39.18,0.95
16.14,Van,1,9.54,35.13,1.45
9.95,Bus,22,20.85,19.55,2.76
17.6,Sedan,4,5.05,16.92,0.9
4.2,Sedan,1,7.31,18.62,0.41
18.39,Bus,25,14.76,38.13,3.44
11.81,Sedan,4,7.49,17.04,0.84
11.41,SUV,3,9.03,20.65,1.06
28.04,Sedan,4,8.1,42.33,2.38
28.98,Sedan,3,7.87,51.76,2.22
15.44,SUV,3,11.15,26.68,1.91
8.15,SUV,3,11.19,8.35,1.13
22.49,Sedan,4,6.67,34.36,1.48
15.05,SUV,5,7.26,23.22,1.33
33.54,Van,9,9.11,54.5,3.08
27.79,SUV,1,5.87,51.29,2.07
30.67,Sedan,4,5.2,64.54,2.07
2.94,SUV,4,9.1,14.63,0.28
52.65,Van,2,9.99,103.59,6.2
23.1,Van,12,10.68,36.16,2.42
3.68,SUV,1,9.74,12.85,0.46
16.84,Sedan,2,6.14,35.57,1.14
20.09,Van,8,8.98,42.37,2.09
44.76,Van,4,10.9,63.25,5.97
29.3,Sedan,4,5.42,33.41,1.49
25.16,SUV,6,8.59,48.23,2.3
20.43,Sedan,2,8.11,41.46,1.48
17.92,Van,6,10.51,32.39,2.2
5.83,Sedan,1,8.63,8.97,0.54
23.69,SUV,1,11.15,30.9,3.06
10.0,Bus,36,16.26,10.37,2.46
12.49,Van,1,9.0,29.89,1.39
30.06,Bus,21,17.84,75.34,6.33
11.93,Bus,9,21.46,32.05,3.16
4.05,Sedan,1,5.91,9.33,0.2
17.12,SUV,2,10.36,40.55,1.65
3.56,SUV,1,10.81,16.14,0.33
21.46,Bus,24,15.68,56.1,4.34
31.89,Sedan,2,5.69,50.42,1.79
18.12,Bus,23,20.14,46.25,5.48
5.06,SUV,1,9.23,9.15,0.66
34.5,Van,11,9.77,59.41,3.91
46.76,Sedan,4,6.08,63.69,3.14
16.83,Sedan,3,6.42,20.13,1.36
12.48,Van,13,8.18,19.73,1.2
5.82,Sedan,4,7.42,12.16,0.56
21.97,Van,4,10.14,35.09,2.28
41.61,Sedan,2,4.0,53.86,1.76
6.02,Van,4,10.96,10.0,0.49
3.15,Sedan,3,5.61,5.0,0.2
17.2,SUV,5,11.53,26.48,2.19
6.11,Van,10,9.95,12.6,0.77
19.9,Sedan,3,5.18,31.47,1.01
24.33,Sedan,4,7.11,49.05,2.03
25.2,Sedan,1,5.71,33.43,1.88
29.62,SUV,6,7.83,42.81,2.5
52.44,SUV,2,9.76,81.04,5.35
34.28,Van,9,9.13,51.76,3.14
36.0,SUV,3,6.81,47.52,2.59
7.3,SUV,5,11.59,19.7,0.81
21.24,Sedan,3,7.2,31.33,1.82
43.32,Sedan,1,6.18,59.73,3.12
13.51,Sedan,2,6.5,23.84,0.84
33.37,Bus,34,19.52,56.95,11.12
60.73,Bus,22,20.92,114.88,15.76
9.86,Sedan,2,5.59,18.23,0.53
5.96,SUV,4,9.55,16.28,0.61
25.65,Van,1,10.09,48.65,2.74
19.04,SUV,5,8.72,35.87,1.89
49.57,Sedan,1,6.69,56.55,3.51
8.4,Sedan,3,6.49,15.8,0.72
42.17,SUV,3,10.1,51.77,5.04
18.44,Bus,26,19.46,50.03,5.29
12.0,Van,2,8.29,24.6,1.3
21.34,Sedan,4,4.87,30.22,1.0
15.55,Sedan,3,6.06,26.76,0.8
20.38,Van,3,14.29,36.13,3.84
40.93,Van,1,9.47,84.32,3.81
64.04,SUV,7,8.69,81.72,5.49
19.34,SUV,4,8.2,34.34,1.61
26.9,Sedan,4,5.84,46.35,1.83
37.26,Van,10,11.32,74.85,5.07
26.65,Van,4,13.52,62.8,3.57
12.64,Sedan,1,7.05,20.24,1.0
24.24,Van,4,9.55,43.86,2.57
18.98,Sedan,3,9.8,27.69,1.59
3.63,Sedan,4,6.59,7.86,0.2
2.0,Sedan,1,5.81,7.46,0.2
24.22,Sedan,3,8.19,40.14,2.09
10.84,Sedan,3,5.94,24.0,0.65
37.75,SUV,3,11.49,51.19,4.65
12.25,SUV,2,7.69,35.62,1.09
13.88,SUV,7,11.15,31.32,1.56
32.24,Sedan,2,6.74,46.06,1.96
16.36,Sedan,4,8.05,35.45,1.57
10.48,SUV,5,11.85,20.2,1.01
28.51,Sedan,3,5.14,48.29,1.65
78.85,Sedan,4,8.03,131.42,7.6
12.03,Bus,37,13.77,41.33,2.23
34.81,Van,12,9.12,42.0,4.06
31.11,Bus,29,15.59,82.12,7.59
69.59,SUV,3,9.76,84.28,8.38
43.24,Sedan,3,6.54,58.85,3.2
20.32,Van,1,10.7,29.15,2.04
28.08,Sedan,3,6.68,32.92,2.36
4.94,SUV,4,9.89,9.87,0.4
49.56,Sedan,2,7.3,81.45,4.08
7.3,Van,14,12.97,11.87,1.31
27.87,Sedan,3,8.68,40.52,2.71
27.77,Bus,32,17.94,64.72,7.21
31.0,Bus,15,16.44,63.83,6.41
10.16,SUV,2,9.92,20.91,0.92
20.19,Van,12,8.94,51.89,1.75
33.08,SUV,6,7.98,58.66,3.13
31.14,Van,3,12.8,47.58,3.74
66.73,SUV,4,8.81,104.58,5.62
47.59,Van,11,8.83,83.42,4.73
18.74,SUV,5,6.77,25.72,1.57
18.29,Bus,21,18.15,54.12,4.35
11.63,SUV,3,10.71,31.92,1.26
31.5,SUV,6,10.69,47.1,4.29
4.99,Van,4,11.2,8.02,0.52
5.78,Van,6,14.62,16.04,0.79
29.49,SUV,3,8.84,42.29,3.02
40.14,Sedan,3,6.33,72.89,2.77
12.9,SUV,6,5.15,28.17,0.72
33.41,Bus,16,16.66,70.5,6.38
52.9,Van,12,12.53,114.52,6.93
38.37,Van,2,13.82,70.02,5.63
26.83,Sedan,3,5.5,49.06,1.45
29.06,SUV,6,9.69,53.11,3.12
32.35,SUV,6,10.57,46.45,4.17
23.08,Van,11,11.02,35.66,3.32
15.85,Sedan,4,4.0,24.44,0.73
23.88,Bus,25,18.74,66.81,5.86
15.2,SUV,1,10.14,19.46,1.82
39.0,Sedan,2,5.36,48.21,2.11
23.15,Sedan,4,6.2,33.04,1.83
11.84,Sedan,3,5.11,22.87,0.74
18.64,SUV,4,5.14,34.62,0.9
12.36,Sedan,2,7.73,24.99,0.78
54.08,Sedan,4,6.5,93.51,3.89
37.7,Van,8,13.88,58.06,5.89
16.63,Sedan,3,7.53,19.04,1.26
14.57,Sedan,1,6.07,16.28,1.12
16.45,SUV,4,8.88,37.29,1.46
7.4,SUV,5,9.85,17.65,0.66
24.13,Van,13,12.74,34.88,3.35
8.64,SUV,6,9.48,21.29,0.92
21.28,Van,1,12.99,31.82,3.22
37.41,SUV,1,8.55,69.04,3.14
51.58,Sedan,2,5.3,75.65,2.73
15.2,Sedan,3,6.42,29.99,0.93
14.38,SUV,1,9.31,19.06,1.61
6.75,Sedan,4,5.06,18.4,0.36
32.17,Van,11,8.59,52.15,3.71
21.68,SUV,3,9.67,37.88,2.53
12.62,Sedan,2,6.01,23.49,0.74
13.81,Sedan,3,6.3,30.45,0.92
42.04,Sedan,4,6.07,58.53,2.87
2.81,SUV,7,11.28,13.37,0.56
47.03,SUV,4,10.89,75.49,5.93
11.46,SUV,2,7.14,23.16,0.77
34.92,Sedan,3,5.86,59.31,2.31
9.1,Van,9,12.53,19.32,1.23
27.67,Bus,39,19.81,52.49,7.84
18.95,Sedan,3,6.45,28.87,1.38
46.42,SUV,3,7.29,84.74,3.07
18.38,Bus,32,15.95,47.51,3.93
49.51,Sedan,1,5.88,59.83,3.28
16.34,SUV,3,9.42,37.27,1.94
33.65,Sedan,3,8.54,58.32,3.47
38.23,SUV,5,7.97,53.88,3.75
18.03,Sedan,4,5.27,26.95,1.02
22.02,Bus,33,17.67,45.41,6.38
7.19,Van,3,12.86,15.74,0.86
26.05,Van,13,8.4,46.87,2.57
35.07,Van,1,13.62,48.24,4.79
52.54,SUV,5,8.74,84.49,5.77
36.89,SUV,2,7.9,51.58,3.15
24.4,Bus,20,13.2,45.24,4.41
17.42,Bus,15,20.12,45.84,3.95
20.69,SUV,3,8.74,40.91,1.96
18.42,Bus,17,18.51,40.03,4.89
39.71,SUV,7,7.65,66.5,3.74
46.99,SUV,2,8.52,67.6,4.81
18.22,SUV,4,8.27,29.69,1.64
30.16,Sedan,4,6.38,53.46,1.82
19.83,Sedan,3,5.7,32.73,1.18
5.79,Sedan,3,4.66,7.66,0.26
8.52,SUV,6,13.09,16.64,1.28
12.07,Sedan,4,4.86,25.18,0.65
19.86,SUV,6,9.27,42.42,1.82
25.05,Bus,17,12.68,57.8,4.69
53.05,Sedan,4,4.1,98.22,2.76
22.5,SUV,1,9.15,37.47,1.97
23.18,Sedan,3,6.71,44.35,1.46
34.98,Sedan,3,8.01,70.15,3.09
9.08,Van,7,11.72,25.12,1.08
25.3,SUV,6,8.78,36.05,2.83
32.91,Van,11,9.29,63.95,3.42
16.42,Sedan,2,8.3,26.32,1.45
21.11,SUV,4,10.39,39.03,2.2
17.86,Sedan,4,5.0,34.69,0.98
16.47,Sedan,3,6.55,31.07,1.4
24.04,Sedan,3,6.67,40.21,2.03
39.88,Sedan,4,6.09,49.07,2.59
29.18,Sedan,2,7.43,53.38,1.8
45.28,Sedan,2,7.5,68.27,3.21
16.34,Bus,39,17.43,43.51,4.93
30.59,Sedan,3,6.16,37.5,1.96
26.18,Sedan,4,8.3,41.99,2.23
39.52,Sedan,3,7.62,41.9,3.11
31.71,SUV,4,9.11,44.15,3.03
44.0,Sedan,1,4.54,46.68,2.51
14.03,Bus,31,19.03,36.06,3.68
53.9,Bus,10,20.09,113.24,13.13
16.37,Sedan,4,4.0,28.21,0.83
15.11,SUV,6,9.38,24.7,1.5
29.82,Sedan,1,6.0,44.93,1.91
4.05,SUV,2,8.67,11.75,0.35
21.14,SUV,6,7.64,37.75,1.81
12.87,Sedan,3,6.32,27.4,0.8
10.37,Sedan,2,8.17,18.53,0.72
12.71,Van,10,10.2,36.13,1.74
16.0,SUV,5,10.45,19.2,1.58
12.74,Sedan,2,5.53,24.76,0.88
9.81,Van,4,12.37,18.4,1.06
16.23,SUV,2,9.0,26.81,1.67
8.01,Bus,23,19.06,18.57,2.12
30.39,Sedan,4,6.51,38.69,2.21
15.21,Van,8,12.15,38.44,1.82
10.24,Van,7,6.38,18.61,0.77
33.36,Sedan,3,4.8,55.43,1.84
30.49,Van,5,11.75,66.34,4.14
11.71,SUV,4,5.93,30.03,0.68
62.78,Bus,19,16.41,125.37,11.77
57.6,Sedan,2,6.43,79.8,3.99
34.63,SUV,1,7.76,50.39,2.99
44.3,Sedan,2,5.67,66.16,2.36
9.74,Bus,42,18.81,29.86,3.44
28.49,Sedan,3,7.71,57.27,2.55
20.3,Bus,9,15.12,45.85,3.39
28.94,Bus,13,16.27,56.52,5.77
32.06,Sedan,3,5.62,45.07,1.95
32.42,Van,8,6.64,56.62,2.19
12.46,Bus,20,18.43,31.06,3.02
80.33,Sedan,1,7.62,108.67,5.85
22.55,SUV,2,10.52,29.71,2.54
9.11,SUV,5,7.69,15.9,0.97
37.56,Sedan,1,5.0,68.14,2.06
13.28,Sedan,3,6.53,16.85,0.72
22.38,Sedan,3,7.5,38.92,2.05
17.72,Sedan,4,6.69,23.02,1.55
29.13,SUV,5,9.43,46.58,2.77
43.93,Sedan,4,7.87,63.24,3.98
25.45,Bus,11,15.78,67.08,5.3
15.76,Van,8,10.6,33.09,2.09
58.82,Sedan,4,8.46,78.14,5.95
48.87,Van,11,10.65,71.98,7.12
81.33,Van,8,8.72,115.82,6.91
14.95,Bus,42,15.99,32.08,3.22
9.74,Sedan,4,5.37,17.84,0.57
6.36,Sedan,2,6.93,8.91,0.46
7.91,Bus,41,15.31,16.1,1.58
17.95,Bus,26,18.81,49.63,5.13
26.71,Van,7,9.68,61.86,3.5
12.57,Van,6,7.18,18.56,0.96
9.57,Sedan,4,6.87,16.31,0.85
29.36,SUV,4,9.22,45.67,2.95
42.98,Sedan,3,7.12,56.92,2.93
3.4,Sedan,3,5.69,13.36,0.28
3.51,Van,1,9.6,10.08,0.38
21.95,Sedan,3,6.98,23.36,1.5
32.55,SUV,2,11.28,55.12,4.41
10.7,Bus,34,18.03,23.84,2.99
7.09,Sedan,2,7.01,22.28,0.57
40.56,Bus,6,17.04,68.28,8.89
21.75,Bus,17,13.37,70.1,4.07
11.56,SUV,4,10.45,23.64,1.3
61.1,Sedan,2,7.59,81.32,4.25
33.87,Sedan,3,7.35,73.46,2.46
20.17,SUV,1,8.73,30.93,1.8
38.6,Sedan,2,7.22,47.84,3.41
6.19,Sedan,3,7.57,12.99,0.73
16.23,Bus,7,22.86,38.39,3.6
13.86,Sedan,2,7.69,27.05,1.35
17.92,Van,3,11.11,31.53,1.89
49.08,Sedan,1,4.93,97.33,2.81
54.87,SUV,5,9.23,83.79,4.9
25.29,Bus,44,18.77,47.64,6.97
14.4,Sedan,3,7.35,22.6,1.13
8.83,Sedan,4,8.12,12.99,0.79
50.84,Van,5,10.83,70.81,5.8
30.27,Van,4,14.78,66.27,5.44
12.76,Van,12,7.83,14.47,1.42
13.68,Sedan,3,7.0,28.59,0.98
24.59,Sedan,3,5.54,44.51,1.63
5.98,Bus,29,12.28,18.21,0.99
19.13,Bus,6,17.39,48.25,3.62
12.26,SUV,5,6.81,31.71,0.92
39.27,Van,11,10.71,72.57,4.86
23.94,SUV,1,9.05,43.97,2.71
14.79,SUV,1,10.68,27.32,1.5
